lunyoro,english,domain,pos,letter
orucurabende,hurdle: each of a series of verticle frames that a person jumps over in a race,General,noun,O
orucurabembe,high jumb,General,noun,O
orucuba,wooden dish/chamber pot used especially for urinating in at night,General,noun,O
orucu,mist. See: ORUHO,General,noun,O
orucocori,a group of young ones of the same size,General,noun,O
orucaca,a small piece of something,General,noun,O
orubwa,insolence,General,noun,O
orubutuuro,a gift to a doctor when you want him to come to your house,Health & Medicine,noun,O
orubungo,"a dung hill ,a visit,a heap of something",General,noun,O
orubundabunzi,"a kind of small tree with small leaves, brown stalks and stem usually used in construction",General,noun,O
orubumbiro,hearth: the floor of a fire place in a house and the area around it,General,noun,O
orubugo,back cloth: a cloth made out of wattle tree,General,noun,O
orubuga,latrine: a loo of a king in Ankole,Governance And Administration,noun,O
orububura,tethering-rope,General,noun,O
orububi,cob: a fine net of threads made by a spider to catch insects,General,noun,O
orububi,cream formed on boiled milk,General,noun,O
orubu,turn of doing something: the time when somebody i a group of people should do or is allowed to do something,General,verb,O
orubombo,a medicinal plant usually too bitter,General,noun,O
orubiso,food or drink kept for a guest,General,noun,O
orubindi,a large milk pot,General,noun,O
orubimbi,task: a piece of work to be done or undertaken,General,noun,O
orubibi,boundry: that which seperates two entities,General,noun,O
oruberera,a camp where people temporarily construct when doing a certain activity e.g. road construction,General,noun,O
orubengo,millingstone: a stone used for milling grains especially millet and sorghum,General,noun,O
orubazo,"speech, conversation: a formal talk that a person gives to an audience",General,noun,O
orubazi,timber used for roofing,General,noun,O
orubata,millet bread left in a basket after a meal,General,noun,O
orubaro,census: the process ofofficially counting someting especially a country's population,Geography,noun,O
orubanja,case: a matter that is a subject of investigation related to offending one party by another,General,noun,O
orubango,javelin: a light spear thrown in competetive sport or as a weapon,General,noun,O
orubanga,steep sides of a mountain on tall hills,General,noun,O
orubanda,an ancient hero,General,noun,O
orubambo,peg: a short piece of wood used for holding things together or hanging them especially in drying things like hides and skins,General,noun,O
orubaka,bat: a bird-like animal that flies and feeds at night,Common Animals,noun,O
orubaju,the side: the position or area to the left or right of something,General,noun,O
orubaju,rib: any of the curved bones that are connected to the spine and surround the chest,General,noun,O
orubagano,share: what one gets after doing a collective work like slaughtering a cow,Common Animals,noun,O
orubabo,Fire flames,General,noun,O
orubaare,hail storm/hail stone: small balls of ice that falls like rain,General,noun,O
orubaaho,furniture: a long piece of wood used in building and making furniture,General,noun,O
oruba,a bundle of firewood,General,noun,O
oruba,jaw: either of the two bones at the bottom of the face that contain the teeth and move when we talk or eat,General,noun,O
orikwera,the holy one,General,adjective,O
oraire ota,"phr. salutation, How have you slept, good morning",General,noun,O
onu,this:demonstrative pronoun used to refer to a person near you,General,pronoun,O
ondiijo,"another one, the other person",General,pronoun,O
omwozi,a person who washes clothes,General,noun,O
omwoyo-orikwera,holly spirit,General,noun,O
omwoyo,anus: the opening in a person's bottom through which solid waste leaves the body,General,noun,O
omwoya,air: the mixture of gasses that surround the earth,General,noun,O
omwotezo,a mixture of hurbs which women use to smoke themselves,General,noun,O
omwotero,that which women would sit on to clean up themselves i.e in order to smoke or perfume their private parts especially in marrige,General,noun,O
omwosa,temper: the action of getting very angry in a short time,General,noun,O
omwosi,roaster: a person roasts meat,General,noun,O
omwoso,"absentism, missing out: an activity that is postponed or does not take place as scheduled",General,noun,O
omworozi,"caretaker, guardian: a person who cares for another especially a child whose parents have died",General,noun,O
omworo,a poor person,General,noun,O
omworo,a poor person a person who has very little money to meet the basic needs,General,noun,O
omworeko,"a show, trade show, an exhibtion",General,noun,O
omworeki,a person who gives an audience what they see,General,noun,O
omworekano,a habit of people showing each other what they have,General,adjective,O
omwonyo-gwa-muha,a medicinal tree species,Nature & Environment,noun,O
omwonyo gw'ente,shrub with salty taste leaves,Nature & Environment,noun,O
omwonyo,salt: a substance that is put in food to give a better flavour,General,noun,O
omwonore,an infection of the penis,Health & Medicine,noun,O
omwonore,being naked,General,noun,O
omwonkyerezi,breast-feeding aidee: the person who oversees calves as they breastfeed their mothers. This person determines when calves should begin or end breastfeeding and takes them away from their mothers,General,noun,O
omwonjobozi,one who hurls abuses at others,General,noun,O
omwongezo,the act of being added something in addition to what you got before or giving supplements to others,Mathematics,noun,O
omwongo,"edible gourd, marrow, a plant like pumpkin that produces calabash",General,noun,O
omwomoozi,a person who can mend brocken bones in the head,General,noun,O
omwombezi,weeder: a person who uproots unwanted crops from the garden,General,noun,O
omwombeki,builder: a person whose job is to build houses,General,noun,O
omwoma,the feeling of needing or wanting a drink,General,noun,O
omwojo,boy: a male young child,General,noun,O
omwohi,tempter; a person who decieves you with an intension of plunging you into problems,General,noun,O
omwohera,hair that is just beginning to grow a few days after shaving,General,noun,O
omwoga,"a skill, task or proffession",General,noun,O
omwoga,talent,General,noun,O
omwo,reffering to inside the place besides or nearby you,General,adjective,O
omwitwanda,glutton: someone who greedily eats every now and then,General,noun,O
omwituzi,funnel.s,General,noun,O
omwitizo,a stick used to smoke milking containers,General,noun,O
omwiteenwa,a person in a charge of milking for the king,Governance And Administration,noun,O
omwisyo,breath: the air that we take into the lungs and send out again,General,noun,O
omwishiki,"a girl, a lady: a female human being before she is married",General,noun,O
omwirukazi,a mwiru female person,General,noun,O
omwiririzo,time after the normal time of doing something in the evening usually towards night,General,noun,O
omwiraguju,a black person; an African,General,noun,O
omwinuro,a bottom rim of basket,General,noun,O
omwinukiriro,last piece of work done as one prepares to leave,General,adjective,O
omwino,elephant task,General,noun,O
omwiniro,a kind of strong wind,Nature & Environment,noun,O
omwiniko,a piece of equipment for catching animals and birds,General,noun,O
omwinginya,prince: a son of s king in Ankole,Governance And Administration,noun,O
omwingi,a rich person: a person who has a lot of money and property,General,noun,O
omwinaro,See: okWINARA,General,verb,O
omwina,hole: a hollow space found or dug in something solid or in surface of something,General,noun,O
omwikizi,"a person from the Abaikizi clan, found in Ankole and Kigezi",General,noun,O
omwijuzo,"rets: a day or old name for Friday as the last day of the week. Omu bunyakare, abantu abingi Orwakataano bakaba barweta omwijuzo. Historically, people used to call a Friday rets",General,noun,O
omwijuzo,overflow:pouring something in form of a liquid or solid material and it over flows the container in which it is being poured,General,noun,O
omwijukuruza,grand grand child: a child of your grand child,General,noun,O
omwijaija,Pl: abaijaija. 1) recruit: a person who has recently joined the armed forces or police and is not yet trained. 2) new comer: a person who has recently arrived in a place or started an activity,General,noun,O
omwihwakati,niece. See: OMWIHWA,General,noun,O
omwihuza,debt collector: a person who asks for payment of his debt,General,noun,O
omwiha,a stingy part of a cow's blood,Common Animals,noun,O
omwigi,rain maker: a person who uses herbal powers to influence the rain: either to rain or not,General,noun,O
omwigarire,princess: a young daughter of a king in Ankole,Governance And Administration,noun,O
omweziriko,a mark left by a tight gridle,General,noun,O
omweziriki,a hard working person. See: OMWEKAMBI,General,noun,O
omwezigooro,round about: a place where two or more roads meet forming a circle and all the traffic must go around in the same diretcion. See: OMWETOOROORO,Mathematics,noun,O
omweziga,pounded millet or soghurm chaff,General,noun,O
omwezi,"month, moonlight: any of the twelve periods of time into which a year is divided and it is always with 30 and 31 day e.g May, June, etc",General,noun,O
omweza,newly harvested millet seeds or millet bread,General,noun,O
omweyeso,krall broom: the cut grass that is tied and used to remove cow dung from the kraal,Common Animals,noun,O
omweyera,a rat's track,Common Animals,noun,O
omweyayamuro,See: OMWEMAMURO,General,verb,O
omweyange,pollen: fine powder usually yellow that is formed in flowers and carried to other flowers and carried to other flowers of the samer and by wind or insects to make those flowers produce seeds,General,noun,O
omwetwereero,a habit of getting involved in conversations or issues which do not concern you,General,noun,O
omwesamuro,See: OMWESYAMURO,General,verb,O
omwetsindage,a plant used for perfume,General,noun,O
omweto,vocation. See: ORWETO,General,noun,O
omweteyeki,an indepent minded person,General,noun,O
omwete,"courage: a quality of mind or spirit that enables one to face danger with that confidance resolution and from control of oneself, bravely,valor, etc",General,noun,O
omwete,a local medicine that is pounded and mixed in vaseline by women for the attraction of men they want to have,General,noun,O
omwesyamuro,sneeze: the act of passing out air loudly through the nose,General,noun,O
omwesungo,See: OMWESHUNGI,General,verb,O
omwesungi,"naughty person: a person who behaves in a playfully bad way, one who annoys others intentionally, cheeky, insolent person",General,noun,O
omwesezi,cattle waterer: a person whose job is to give water to cows,Common Animals,noun,O
omweryo,See: OMWEHURIRO,General,verb,O
omweringiito,pride: being or feeling proud all the time in public,General,noun,O
omweriisaguzo,glutony: a habit of eating this and the other all the time,General,noun,O
omwerera,diluted milk: milk that has been mixed with water,General,noun,O
omweremwa,See: OMWEGANDE,General,verb,O
omwereere,new born: a very young child,General,noun,O
omwereegareego,pretending to be what one is not or to do what one cannot afford,General,noun,O
omwerande,a type of sweet potato that grows where others have been harvested,General,noun,O
omwera,skin which is not oiled,General,noun,O
omwenyi-musaija,a medicinal plant,General,noun,O
omwengenge,a person living in a society but he does not belong to that society,General,noun,O
omwenge,local beer brewed from bananas among the Banyankore,General,noun,O
omwengi,a person who brews alcohol,General,noun,O
omwenaanuuro,being slow: the act of being slow whe doing something,General,noun,O
omwemez,witness: a person who sees something happen and is able to describe it to other people,General,noun,O
omwemanyo,See: OMWEHURIRO,General,verb,O
omwemamuro,"yawning: the act of opening the mouth wide and breath in deeply through it, usually because of being tired, hungry or bored",General,noun,O
omwema,surety: a person who accepts responsibility if somebody else does not pay a debt or appear in court,Legal And Law Matters,noun,O
omwema,God parent. See: OMUZAIRE,General,noun,O
omwekuniko,showing off what one is or has in public,General,noun,O
omwekorezi,someone who carried things on his or her head or shoulder,General,noun,O
omwejwera,red colour seen in eyes after a foreighn object lands in it,General,noun,O
omwehuriro,pride: feeling that you are better and more important than other people,General,noun,O
omwehotooro,not being direct either in speech or movement,General,noun,O
omwehenengi,hard worker: a person who works very hard and assures that every task is fulfiled in a proper way,General,noun,O
omwehemahemo,a state of having little food to eat when you are many on one eating place,General,noun,O
omweharanganyo,unnecessary noise,General,noun,O
omweyesa,teacher: a person whose job is teaching especially in school,Education And Learning,noun,O
omweyenge,See: OMWegeMURE,General,verb,O
omwegenge,rebel: a person who is rebellious and cannot be sent for something and accept,General,noun,O
omweyenderezi,a careful person,General,noun,O
omweyemure,floods: a large amount of water covering an area due to a heavy rain,Nature & Environment,noun,O
omweyego,bank of a water body,General,noun,O
omwegunge,"a person who gets annoyed, stops talking with others and also keeps away from others",General,noun,O
omwegoojooro,doing things in a very slow way or slaggishly,General,verb,O
omwegonozo,"disert, a drink: sweet food eaten at the end of a meal",General,noun,O
omwegizo,refusing to do something pretending not to know how to do it,General,noun,O
omwegirage,a conceited person,General,noun,O
omwegi,"student: a person who attends a schoool, college or university amd studies something",Education And Learning,noun,O
omweganzi,one who intetionally pretends to be lazy,General,noun,O
omwegande,a lazy person,General,noun,O
omwefuuzo,"a wild tree with long breast like fruits or ponds and red flowers. Bakaba bakira kutiinisa abahara ngu baacwa ebijuma by'omwefuuzo, nibamera amabeere maraingwa. They used to scare girls that if you pick friuts of this tree, you grow long breasts",Nature & Environment,noun,O
omwefuuzo,"feeling so sad, repentant or disappointed over something that has happened or has been done especially a loss or missed property",General,noun,O
omwecurengi,one who is restless and serious in what he or she is doing,General,noun,O
omwebindo,to close ones legs so as to sit properly,General,adjective,O
omwebazo,evening: the time of the day between afternoon and dark especially from 4pm to 7pm,General,noun,O
omwebaraganyo,a situation where empty things or utensils hit each other and create a certain noise,General,noun,O
omwatse,a piece of wood split from a log,General,noun,O
omwate,millet or sorghum cake,General,noun,O
omwatano,boundary: a real or imaginary line that marks the limits or edges of something and seperates it,General,noun,O
omwatangabo,end of an arrow,General,noun,O
omwaruuro,mulch: material like grass that are put in a garden or plantation to cover the soil and improve the quality of soil as they decay,General,noun,O
omwaro,"port, harbour: an area that borders a water body where ships dock",Transport,noun,O
omwariro,grass spread for sitting on,General,noun,O
omwarikye,a well laid place usually with grass,General,noun,O
omwariko,beans which have produced the second leaves after germination,Biology,noun,O
omwarikiro,something that lays flat and smooth,General,adjective,O
omwaraara,a flat and plain place,General,noun,O
omwanya,instead of,General,noun,O
omwanya,position got in class after sitting for examinations and getting ranked according to perfomance,General,noun,O
omwanya,period of time,General,noun,O
omwano,a younger flower/fruit of bananas that is not yet ready for consumption,General,noun,O
omwanjuko,madness or insernity: a state of having a serious mental illness,Health & Medicine,noun,O
omwanjuki,absent minded person,General,noun,O
omwanjami,backbitter: a person who talks about others,General,noun,O
omwanjagiro,a state where one is confused and is not sure of what is right or one is not sure of everything aroung him or her,General,noun,O
omwaniko,1) exposure: something put to air or light with the aim of getting it dry. 2) put someones hidden character in an open for other people to see,General,noun,O
omwangizi,jealous person: a person who is always unhappy or angry because of another person's success,General,noun,O
omwangi,hater: a person who does not like another person or hates something,General,noun,O
omwangange,very small white sports on the face,General,noun,O
omwangange,Lily:a large white or brightly coloured flower with petals that curl back from the centre,General,noun,O
omwangange,ibis: a large wading bird with a long neck that is found in lakes and swamps,General,noun,O
omwangaazimu,See: OMWANGANZIMA,General,verb,O
omwangaazima,rain bow: a curved band of different colours that appears in the sky when the sun shines through rain,Art And Entertainment,noun,O
omwanda,untideness,General,adjective,O
omwana gw'eriiso,pupil: the small round black area at the centre of the eye,Education And Learning,noun,O
omwana,child: a young person who is not yet an adult,General,noun,O
omwamuzi,"rainstopper: a person who can use magic to divert rain to another place, one who stops evil from coming or drives away rain",General,noun,O
omwami,"Mr, master, husband chief",General,noun,O
omwambato,a very long and big foot,General,adjective,O
omwaku,elephant's trunk: a long pipe like stretched part of the elephant's body from the head that it uses to pick food and water,General,noun,O
omwakiizi,receptionist: a person whose job is to welcome people arriving at a function,General,noun,O
omwaka,new harvest,General,noun,O
omwaka,year: the period from 1st January to 31st December,General,noun,O
omwahwa,a very small cluster of plantation,General,noun,O
omwahure,Pprotestant Reverand: a religious leader in the Anglican church,General,noun,O
omwagazi,female animal: a young female goat or sheep,Common Animals,noun,O
omwaga,Ferocity: being a violent and always being associated with agressive behavour,General,noun,O
omwabo,Refering to other people's household. Entebe ezi tuziihire omwabo. We got these chairs from their house,General,adverb,O
omwa,"in his or hers, to, at:Talking in refference to somebody's belongings ie the inside of them eg in his family, home, shop",General,adjective,O
omuzuzu,a small tree used in making sticks and mallets,General,noun,O
omuzizi,a day's work: a quantifiable work done in a single day,General,noun,O
omuziro,"taboo: a traditional or religious custom that does not allow people to do, use or talk about a particular thing or item",Culture And Tradition,noun,O
omuzirimuko,a short visit paid,General,noun,O
omuzinzi,repulse: the action of driving back an attacking force or being driven back,Transport,noun,O
omuzingoonya,banana leaves',General,noun,O
omuzingo,"roll, bundle of soft things, e.g. clothes: a long piece of cloth wrapped around itself several times",General,noun,O
omuzingangoma,king: a traditional ruler,Governance And Administration,noun,O
omuzinga,swarm: a large group of insects especially bees,General,noun,O
omuzindi,a heap of dung,General,noun,O
omuzindaaro,microphone: a device for making the voice louder when one speaks,Technology,noun,O
omuzimbwe,zeal: great energy or enthusiasm to do something,General,noun,O
omuziko,a type of tree with broad leaves that usually grows at the source of water,Nature & Environment,noun,O
omuziika-manzi,a lot of alcohol swallowed at once,General,noun,O
omuzigu,enemy: a person who hates somebody,General,noun,O
omuzigo,room:one roomed house,General,noun,O
omuzigo,"paraffin, kerosine: a colourless type of fuel used for lighting",General,noun,O
omuzigiti,mosque: a building in which moslems play from,General,noun,O
omuzigangore,A wild tree specie that has small leaves used as medicine,Nature & Environment,noun,O
omuziga-ngoma,"a tree species with large branches, oval shaped leaves usually planted in farms or compunds to provide shades",Nature & Environment,noun,O
omuzi,root: part of the tree that grows under the ground,General,noun,O
omuzambaaro,astate of confusion,General,noun,O
omuzaituuni,olive tree: a tree on which olives grow,General,noun,O
omuzaire,God parent: a person who promises at a christian baptism to be responsible for the child and teach them about the christian religion,General,noun,O
omuzaire,parent: a person's father or mother,General,noun,O
omuzahambuko,hot temper: a state of being too quick to react violently,General,noun,O
omuzaaza-numi,"a tree that grows usually near the paths with a shorter height, with leaves like that of a mango tre",General,noun,O
omuzaarisa,midwife: a person especially a woman who is trained to help womengive birth to babies,Health & Medicine,noun,O
omuzaanirizi,one with no side in a play [one who plays on both sides],General,numeral,O
omuzaahuuzi,savior: a person who rescues another from a dangerous or difficult situation,General,noun,O
omuzaahe,an exiled person: a person forced to live ouside his or her country especially for political reasons,Politics And Current Affairs,noun,O
omuzaabibu,grape: a small green or purple fruit that grows in bunches of climbing plants called vines,General,noun,O
omuyoya,"plover: a short billed gregarious wading bird, typically found by water but sometimes frequenting grassland, tundra and mountains",General,noun,O
omuyovu,a tree species,Nature & Environment,noun,O
omuyonga,ash: grey or black powder that is left after something has been burnt,General,noun,O
omuyogoozi,"a talkative person usually, who creates a lot of noise",General,noun,O
omuyego,"influenza: a highly contegious viral infection of respiratory system that cause fever, severe aching, etc and often occuring in epidemics",Health & Medicine,noun,O
omuvuyi,dealer: a person in a considerable state of business known to be active in connecting other people or helping them in solving their business problems,General,noun,O
omuvumba,saliva of the cow,Common Animals,noun,O
omutyobero,avery tall person,General,noun,O
omutwe-gwa-mpererayo,delay: to go somewhere and you take long to come back,General,noun,O
omutwaranizi,a person who does not give up,General,noun,O
omutwara-ngoma,somebody who has or is to take the mantle ofleadership,General,noun,O
omuturubwita,half cooked food. omutuuko n. an act of tying something tightly,General,noun,O
omuturika,a tree species,Nature & Environment,noun,O
omutunguro,shiverish: shaking with cold due to illness,General,noun,O
omutunga,rain water that runs off into a valley,General,noun,O
omutunga,"medicine: a thorny wild plant used to make fences, and it stops animals fro destroying crops",Nature & Environment,noun,O
omutunda,plant of passion fruits,General,noun,O
omutunda,a yellow balled bush plant,General,noun,O
omutunda,a heap of millet,General,noun,O
omutugi,someone who strunggles people with an aim of killing them,General,noun,O
omutugi,someone who bribes people to get what he wants,General,noun,O
omutorotoozi,a picker of things like cereals etc,General,noun,O
omutoroogo,contageous abortion: a certain animals disease associated with abortion,General,noun,O
omutoro,a set of things having some attribute in common,General,noun,O
omutoozo,tooth pick: a short small piece of wood used for cleaning teeth,General,noun,O
omutoorane,the chosen or sorted one: one who has been selected from the others to perfom a specified activity,General,noun,O
omutoomoore,giant: a very tall person,General,noun,O
omutoohoro,enema: medicine given to a baby through the anus when its stomach is hard to ease the digestive system,Biology,noun,O
omutonganwa,a tree pleant for a kind of egg plants that are eaten as fruits when ripe,General,noun,O
omutondozi,a person who removes banana from its peelings in preparation for squeezing,General,noun,O
omutoha,bean's soup. See: OMUNIINO,General,noun,O
omutobe,a mixture of different things that is had to seperate eg different kinds of flour,General,noun,O
omutirimo,playing around especially when satisfied after eating,General,noun,O
omutinkimo,being very sturbon and wanting to belong to every group or everywhere,General,noun,O
omutima gw'ensi,a red non-flowering plant with very bad smell a few days after it has sprouted,Nature & Environment,noun,O
omutima,character: someone's good or bad behaviour,General,noun,O
omutima,heart: the organ in animalsa and human beings that pumps blood into the whole body,General,noun,O
omutiba,a brick making tray,General,noun,O
omuteruzi,a person who lifts heavy loads for money,General,noun,O
omutereezi,organizer: somebody who arranges or puts things in place in the right order and at the right time,General,noun,O
omutemo,potion: an amount that is set up that one has to fulfill,General,noun,O
omutemere,hid of beehive made of banana fibres and is round,Common Animals,noun,O
omuteyeki,governor or leader: a person who leads or governs others,Governance And Administration,noun,O
omutego,trap: a device for catching animals,General,noun,O
omuteezi,"neuralgia, a swelling, player striker, multiplier, surveyor, gambler",General,noun,O
omuteezi,a disease in human beings which normally affects the veins and causes them to pain especially when one has overworked and veins are tired,General,noun,O
omuteeyamba,a lazy person: a person who is always unwilling to work or be active,General,noun,O
omuteete,lemon grass: a spiny evergreen grass native to tropical countries widely cultivated for grazing animals,General,noun,O
omuteerani,mediator: a person who tries to get agreement between people or groups who disagree wit each other,General,noun,O
omuteego,"a bad spell, words or actions that make bad things happen",General,noun,O
omuteegi,hair cutter: one who cuts hair in a saloon,General,noun,O
omuteeganda,hard working person: a person that fulfills his duties and does his work properly without leaving any work undone,General,noun,O
omuteebi,striker: a person who shoots directly in the goal,General,noun,O
omuteeberezi,guesser: someone who likes estimating or guessing or telling things right by suppossing without sufficient information to be sure of being correct,General,noun,O
omuteburo,wrestling: the sport of fighting by grappling and trying to bring one's opponent to the ground,General,noun,O
omuteburo,leaves of beans that are picked from their plants and used as sauce,General,noun,O
omutavu,calf: a female young one of a cow,Common Animals,noun,O
omutariko .,smoked meat: meat that has been roasted,General,noun,O
omutare,"a wonderer. See: ekizengerezi, EKIRARE",General,noun,O
omutaraso,a quick move to escape something. Enjura ku yaizire twateera omutaraso. We ran quickly as soon as it started raining,General,noun,O
omutara,infertile land which is not good for growing crops,General,noun,O
omutara,cattle disease,Health & Medicine,noun,O
omutanyango,pride: a situation where a person is proud and cannot settle down all the time,General,noun,O
omutange,ripe bananas that are squeezed to get juice out of them. They are normally peeled in the evening and left to be squeezed the following morning,General,noun,O
omutangirizi,hopitable person: a person who welcomes others in their homes or at functions,General,noun,O
omutanda,wrapper: a garment that is wrapped around the body before it is fastened,General,noun,O
omutanda,a full stretch of iron sheet before it is put on the roof of the house,General,noun,O
omutanagi,arrow-maker: a person whose job is making arrows,General,noun,O
omutana,bundle: acollection of things hold or fastened together,General,noun,O
omutambo,The usefulness of something,General,noun,O
omutambizi,healer: a person who cures people of illnesses and diseases using natural powers and traditional medicine,General,noun,O
omutamba-byon,a type of thrub which is thought to cure all diseases,General,noun,O
omutakaatako,See:OMUHAKO,General,verb,O
omutaka,umbrella: a device for protection against rain hot sun,General,noun,O
omutaka,village mate: a person who lives in the same village with another,General,noun,O
omutaju,milk drunk in the absence of the one who usually drinks it,General,noun,O
omutaho,funnel: conical container with a tube at the bottom used to pour liquid or other substances into a small mouthed container,General,noun,O
omutahimbwa,iron bar: a strong metal made from iron ore,General,noun,O
omutahe,local beer made from ripe bananas that has just fermented and is still warm,General,noun,O
omutahasi,a person who likes to carry many things at once,General,noun,O
omutagatago,udder: the underneath part of a cow that holds the teats and bears milk,Common Animals,noun,O
omutagata,food that is a bit warm but not hot or cold,General,noun,O
omutagara,"short tree with a dark green stem, big leaves. It normally grows in banana plantations and has triplex sub branches and it is very weak",General,noun,O
omutabuz,the person who disorganises others,General,noun,O
omutabungwa,a coffee plant,General,noun,O
omutabizi,cultivator: the person who cultivates land,General,noun,O
omutabaazi,"accuser, plaintiff: a person who makes aformal complaint against somebody especially in court",Legal And Law Matters,noun,O
omutabaazi,visitor: a person who visits another person or place,General,noun,O
omutaba,a narrow trench dug in gardens or banana plantations to hold running water,General,noun,O
omutaayaayi,visitor: one who visits the other,General,noun,O
omutaate,a wild tree with a yellow stem when the barck is removed and people make hoe handles from its stem,Nature & Environment,noun,O
omutaasyo,a time when cattle come back home in the evening,Common Animals,adverb,O
omutaari,spear: a long spear,General,noun,O
omutaanyo,being proud: the practice of being proud especially with girls of eighteen years and below,General,noun,O
omutaanyaguzi,a rioter: someone who goes to every place with no reason,General,noun,O
omutaako,decorated things covered by beads that were taken to kings as gifts such as walking sticks,General,noun,O
omutaahira,young jigger: a parasite that feeds on human blood under the feet when it is still young,General,noun,O
omutaaha,a wild tree with red berries,Nature & Environment,noun,O
omutaagurizi,dancer:one who dances traditionally by jumping up,General,noun,O
omutaagiiro,walking with legs spread especially when one is sick or suffering from a disease that does not allow him to walk properly,General,adverb,O
omuso,knife: a cutting instrument consisting of a sharp blade with a handle used in cutting,General,noun,O
omusaza,tall thorn-tree,General,noun,O
omusasa,any first hand item that is bought,General,noun,O
omusa,freser: someone new in an area or place,General,noun,O
omusuusi,the one who slashes the compound or cuts down the bush,General,noun,O
omusosorodooti,catholic priest: atitle for a priest in the Roman Catholic church,General,noun,O
omusoorooza,a small thornless plant with small white pea like flowers and leaves like acacia or jacaranda,Nature & Environment,noun,O
omusoomoro,a rough tree whose leaves are used as sand paper to smoothen the rough things like timber,General,noun,O
omusoomo,traditional dancing: according to or being traditional in dancing,General,noun,O
omusoomi,dancer: one who dances,General,noun,O
omusizi,anus: excretory opening of the alimentary canal. See: OMWOYO,General,noun,O
omusizi,incensent tree : a tree with a substance as a gum or wood that burns with a pleasant odour,General,noun,O
omusito,skewer: a long metal or wooden pin used to suspend food while cooking,General,noun,O
omusitaari,line: a long thin continuos mark made on paper by pen or pencil,General,noun,O
omusisa,a bunch of bananas,General,noun,O
omusisa,earth quake: a series of waves or vibrations in the crust of the earth caused by sudden shifting of the rock under the great strains along geological faults and by volcanic action,Nature & Environment,noun,O
omusiringanya,elephant grass: the outer part of the stem of elephant grass that is too sharp for cutting after it has been removed from the main stem,General,noun,O
omusiriira,burnt substance: an injury or black element on (a wood) something caused by exposure to heat or fire; a mark left on something as a result of being burned,General,noun,O
omusiri,"garden: a fertile well cultivated land used for growing flowers, vegetables and fruits",General,noun,O
omusiraamu,muslim: the one who believes in Islamic faith,General,noun,O
omusipi,belt: a long narrow piece of leather or cloth worn around the waist.. See: OMWEKO,General,noun,O
omusinzi,drunkard: a person who drinks a lot of alchohol,General,noun,O
omusinge,foundation: the base or part of a building or wall below the ground,General,noun,O
omusingoozi,sweeper: a person whose work is to clean rooms using brooms,General,noun,O
omusingo,a person of the basingo clan found in Ankore and Kigezi,General,noun,O
omusingasinga,aplant species,General,noun,O
omusinga,a shrub used for cleaning teeth,Nature & Environment,noun,O
omusinga,newly unbaked pot,General,noun,O
omusindiki,puser: Someone who moves or drives ahead objects or other people,General,noun,O
omusindiizi,someone who forces a cow to suckle,Common Animals,noun,O
omusindansi,"a period of time, turn, step, etc",General,noun,O
omusimi,someone who scraps hides or saves them from loss or destruction,General,noun,O
omusimeeno,saw.: a hand or power saw used for cutting hard materials,General,noun,O
omusimbi,alluvial soils,General,noun,O
omusimaari,a very small and tall person,General,adjective,O
omusimaari,nail: a small pointed piece of metal hammered in a material as a fasterner,General,noun,O
omusikye,someone who has married a person of a higher rank,General,noun,O
omusikye,being near something or someone,General,adverb,O
omusikuzi,untrustworthy person,General,noun,O
omusiko,cry: a type of cry by the bride when she is going to get married. It was common in African traditional societies. Some girls today do it especially in the villages,General,noun,O
omusikizi,"a plant specie that usually grow in flat areas and farm lands, plant with twigs which are used for smoking milk containers",General,noun,O
omusikautu,scout: someone or something sent out to gather information especially in preperation for military action,Military,noun,O
omusikamoori,sycamore: a tree that fall off or shed at the end of the growing season (deciduous) that grows especially in the mediterranean type of climate (Eastern North america) with lobed leaves very tall and ball like seed clisters. platanus occidentalis,General,noun,O
omusiiga,a wide and deepened wound. See: OMUSIIBA,General,noun,O
omusiiba,septic wound: a wide and deep wound especially on the leg of a person,General,noun,O
omusigirwa,acting: someone who has been temporarily assuming the duties or authorities of another person,General,noun,O
omusigire,care taker: a person who acts on behalf of his superior,General,noun,O
omusibe,prisoner: a person held in custody or deprived of freedom of action or expression due to a crime done,General,noun,O
omusibaazo,to move or stand unsteadily as ifunder great weight or due to weakness,General,adjective,O
omusiba,"mingled millet: thick, sticky mingled millet that is ready for serving and has been properly organised in the mingling pot",General,noun,O
omusi,grinder: a person who presses and breaks something into powder,General,noun,O
omusi,vessel: one of the tubes in the body that carries blood from the heart to all parts of the body,General,noun,O
omuswino,a small hole in an ant hill,General,noun,O
omuswijumi,"an examiner: a person who inspects or scruitinies in details to determine the qualifications, ability, knowledge, etc by testing or questioning",General,noun,O
omuswasumi,swindler: someone who cheats someone elses money,General,noun,O
omuswa,pullet: a young hen. See: OMusu,Common Animals,noun,O
omuswa,ants: an insect that live in colonies that have a complex social organisation,General,noun,O
omusuura,a creeping plant that grows especially in vallies whose leaves are used as herbs to prevent stomachache and are very sour with a small creeping stem and leaves that are circular from and a small gap where the leaf stalk starts from,Nature & Environment,noun,O
omusuuhuuki,"emigrant: someone who leaves a country, area or a region to settle into another",Geography,noun,O
omusuuguugu,"rascal: a rough and disorderly person (ruffian, rowdy)",General,noun,O
omusurunguru,a rat trap made of wooven glass,Common Animals,noun,O
