english,lun_words
"to cause to meet, come upon, find",1
"to meet, come upon, find each other",1
[GENERAL] The water pollution order is raining.,4
[GENERAL] Eating without food made me sick.,4
[GENERAL] Their song was full of four.,4
"[GENERAL] A large bundle of flour, etc.",3
[GENERAL] the leopard roars at the leopard,2
"to be be numb, be cramped, tingleed",1
"to undo/reverse be numb, be cramped, tingleing",1
[AGRICULTURE] The soil does not purify plants.,3
The grass of the field is green,3
I found Bisereko talking to a guest.,4
"[GENERAL] swelling of the cheeks, n., ekisisani.",4
"to run away in fright, e tc",1
a person usually swells at the face,4
"to be bad, have tapeworms (in entrails)",1
"to run off in a flight, flee",1
"Jesus said to them, “Didn't you understand?",3
For man was not created for man.,4
"“Listen! The sower went out to sow,",3
"to grow strong and big, go ahead",1
[GENERAL] when you drew the large drums,3
[GENERAL] They have been raised to life,2
"to become foolish (bad sense), become immoral",1
"runkucu, o-, n. cl. 11, (pl. nil)",4
do-do-do like a large bundle of flour.,4
"rwakyo, o-, n. cl. 11, (pl. nil)",7
"[GENERAL] stem of plant tree, n., ekisisani.",4
he/she has refused intentionally to help you,2
"to be lose flavor, be insipid, anemiced",1
"to undo/reverse lose flavor, be insipid, anemicing",1
[GENERAL] After seeing him he went away,3
"culeeza, o-, n. cl. 11, (pl. nil)",3
get into and see what is there,3
my father has given me a cow,3
the wooden vessel is full of milk,2
"[GENERAL] cause to grow at, grow at",5
"to be worth to, be good for",1
"to do intentionally, go with purpose of",1
"[GENERAL] guardian of King's water, n., ekisisani.",4
[GENERAL] title given especially to the King.,6
[GENERAL] The book is full of books.,2
"[GENERAL] [GENRELIGIOUS] wash the branches, wipe off",7
"to undo/reverse use bad language, vulgar languageing",1
to cause to become we ll off,1
to become we ll off each other,1
[AGRICULTURE] The soil is fertile and fertile.,4
[AGRICULTURE] A crop for digging the soil.,3
"to mate with (female dog, cat, etc",1
[GENERAL] wby are you such a bully.,9
"[GENERAL] a tall time tree, n., ekisisani.",4
[GENERAL] a palm trees with edible fruit,6
[GENERAL] [GENRELIGIOUS] nurse to the Kiging's children.,6
"[GENERAL] to be proud, boast, be proud",1
[GENERAL] he became like a licentious plant,2
"[GENERAL] a large bundle of flour, etc.",2
"to masturbate, push back foreskin of penis",1
"to make narrow, crush, confine, restrict crowd",1
I forgave him but he denied you,5
A large bundle of flour was used.,3
I tried to make a woman cry.,4
"to cause to become wretched, poor, needy",1
"to become wretched, poor, needy each other",1
He was suffering from severe skin diseases.,3
You can be angry after being punished.,6
"to rest after meals, take a siesta",1
"[GENERAL] a large bundle of flour, etc.",2
[GENERAL] trackr who gives alert to traitors.,6
[GENERAL] as an instructor for four years,6
etc.) in the hands till froth comes,1
[GENERAL] [GENRELIGIOUS] The enemy is very large.,3
[GENERAL] the other side (of a hill).,6
[GENERAL] it has a lot of noise,3
"[GENERAL] berry used in fugitive, n., ekisisani.",4
"[GENERAL] to be proud, boast, be proud",2
"[GENERAL] a kind of dance, n., ekisisani",4
"[GENERAL] to be very steep, very steep.",2
"to cause to l 0 float, hover",1
to undo/reverse urn dark in cooking (eing,1
[GENERAL] I buy food for the pigs.,4
[GENERAL] He has taken very good clothes.,4
[GENERAL] I was born in a family.,4
[GENERAL] The wound heals a person well.,5
the king has sent out an army,3
he/she gives his/her belongings to the poor,4
"become, be made, change, draw (a bow)",1
[GENERAL] mystery of a house = 11yinabwenge.,6
[GENERAL] the airplane lands at the airport,4
"[GENERAL] letter of the alphabet, n., ekisisani",4
[GENERAL] some people are suffering from bananas,5
My life is like food to me,8
"to be seek, look for, want, needed",1
"to undo/reverse seek, look for, want, needing",1
"to cause to be spilt (grain, etc",1
"to be spilt (grain, etc each other",1
"to cause to attack, assault, quarrel with",1
the foster parent of a fatherless child,6
Let us keep watch over our weaknesses.,6
to be give clothes to (the poor)ed,1
to undo/reverse give clothes to (the poor)ing,1
"to bubble, boil fast, froth, foam lather",1
They have contracted diseases that cause divisions.,6
be encouraged to believe in funeral songs,4
The cow is being eaten by cows.,4
The hospital ended when it was born.,5
[GENERAL] The gift is a good musician.,4
[GENERAL] I beg you for an excuse.,2
[GENERAL] I don't know where I am.,2
[GENERAL] I am coming to your aid.,3
[GENERAL] That girl is a good actor.,4
[GENERAL] I don't know where he is.,3
[GENERAL] Give him the gift of childbirth.,3
"[GENERAL] english, adv., -(a) obujune, -culeezi, -rungi",2
"[GENERAL] a large bundle of flour, etc.",4
[GENERAL] the time is still 11 years,3
he placed his children in the fire,4
"to grow soft and 6abby, be deflated",1
to balance on the head = ehengekeerra,1
to spread fo r oneself (bed etc,1
[GENERAL] the tumor is on the tumor.,6
[GENERAL] Mangeki is a very strong man.,3
to cause to hold up a ridicule,1
On the festival they sang funeral songs.,4
Put the school food in the kitchen.,4
"to attack, assault, quarrel with each other",1
to undo/reverse collect weeds after sowing milleting,1
to cause to go to pasture (cattle),1
to go to pasture (cattle) each other,1
[GENERAL] to take the child to bed,3
he/she kept to him/her because of poverty.,2
the house owner dies for his home,4
"to die for on, on behalf of",1
I sit down more eager every morning.,6
He remembered how he had seen him.,4
he has been entrusted with many things,3
He remembered him to call his mother.,5
[GENERAL] [GENICAL] The child came from Rusoke,4
[GENERAL] bees are very sweet to eat,4
[GENERAL] [GENRELIGIOUS] Why do you shot continuously,10
It is a woman who is pregnant.,6
to hold up a ridicule each other,1
"to cause to poke fun at, mock",1
[GENERAL] I am drunk in the field.,2
"He said, ‘Bring it here to me",4
[AGRICULTURE] The maize is a cash crop.,4
[GENERAL] in Bunyoro they call them manyeja,4
"[GENERAL] to be proud, boast, be proud",4
[GENERAL] acalf was born to make baskets,3
"[GENERAL] a drop of honeycomb, n., ekisisani.",5
[GENERAL] The King will establish his kingdom,4
they have assembled at the community hall.,2
they wiped themselves in the football ground,3
"to undo/reverse be pleasing, nice, good, cleaning",1
"[GENERAL] Go to bed, go to bed.",4
[GENERAL] He is good at managing money,7
[GENERAL] The girl is suffering from HIV/AID.,3
[AGRICULTURE] Farmers use fertilizers to grow crops.,4
[GENERAL] The army officer had to go.,5
I am the son of a liar.,4
to throw oneself about i n passion,1
people deck themselves up on festive days,7
"to assert one's identity, take ones time",1
to carry or put on the head,1
Trees help the soil to be untied.,5
They told him to rest at home.,5
they wiped their faces with their handkerchiefs.,4
"to shed skin (snake), peel off (bark)",1
[RELIGIOUS] God is praised by all people,4
"[GENERAL] to be proud, boast, be proud",5
[GENERAL] the drums are played by musicians,3
[GENERAL] the tube fiddle is a child,3
to brush or scrub oneself with something,1
"to clean, pick out, use a toothpick",1
"to undo/reverse cause to,bepleasing to, clean foring",1
"to cause to put right, cleanse, please",1
"to put right, cleanse, please each other",1
"to be be pleasing to, beseem, deserveed",1
"to undo/reverse be pleasing to, beseem, deserveing",1
"to be be pleasing, nice, good, cleaned",1
"to beat oneself, amend one's ways, refrain",1
[GENERAL] the millet is spread to dry,3
"to please oneself, clean oneself, be se\fish",1
[GENERAL] omuntll was not allowed to marry,4
"[GENERAL] to be very steep, very steep.",2
[GENERAL] cows are grazing in the field,4
[GENERAL] I am building a five-in-a-row house.,5
"to cause to be satisfied, (dogs, cats)",1
"to cause to be glad, happy, rejoice",1
"to be glad, happy, rejoice each other",1
"to be cause to,bepleasing to, clean fored",1
You should reduce the amount of sugar.,4
if we had told them at night,3
I want to speak the language well,5
[GENERAL] all the oil is very sweet,3
"[GENERAL] refuse to give back, give back",5
[GENERAL] the guardian is a/was the child,5
to stare into space when spoken to,1
"to be restless, inquisitive, quarrelsome, interfering, curious",1
[GENERAL] they watched him in the bush,2
[GENERAL] the house has started to burn,3
[GENERAL] [GENRELIGIOUS] elyll her guardian of Ruhweza,5
[GENERAL] The strong wind blew a trumpet.,6
The young men were playing the tambourine.,5
The sun is setting on the horizon.,5
Put the items in the proper place.,4
[GENERAL] I have been dreaming since 2023.,4
[GENERAL] We send food to the market.,4
[GENERAL] They work for people like hunters.,5
[AGRICULTURE] A tractor is used for digging.,3
"to cup oneself, bleed at the nose",1
he/she came and mixe d with them.,2
"to bun oneself, exen pressure on oneself",1
"to support oneself, lean on, = esigika",1
"[GENERAL] reach everywhere, come to an end",2
[GENERAL] cows are grazing in the field,3
[GENERAL] The child will eat the calf,3
"to stir up, invite, take to stud",1
"to throw onese lf abour, sway(in dancing)",1
to be be pregnant (of dogs etced,1
to undo/reverse be pregnant (of dogs etcing,1
to cause to creep in or out,1
to creep in or out each other,1
"to cause to become discoloured (teeth, gourds)",1
"to become discoloured (teeth, gourds) each other",1
"to cause to wag (tongue), sh uffie(feet)",1
The whole herd tried to escape him,4
[GENERAL] My father is suffering from typhoid.,5
[GENERAL] My mother is suffering from diabetes.,4
"to feed oneself, prov ide one'sown food",1
"[GENERAL] have smallpox, be in good health",3
[GENERAL] [GENICAL] in birds are kept safe,6
[GENERAL] the light has brought me light,2
[GENERAL] rush together (a flock of birds),7
[GENERAL] my uncle is suffering from Buganda.,3
[GENERAL] This led to a violent earthquake,3
[GENERAL] Trade in the world has increased,5
[AGRICULTURE] They send us food like milk.,4
The woman told them she was faithful,4
They stretched it out side by side,2
Their song was sung over and over.,4
His song has a lot of meaning.,5
He sang the song on his own.,3
be safe from having a car come,4
[GENERAL] the enemy has headed the army,2
[GENERAL] [GENRELIGIOUS] you have lost your faith,2
"[GENERAL] piece of hot coal, n., ekisisani.",4
[GENERAL] [GENRELIGIOUS] I am suffering from miracles,2
"[GENERAL] I need a person who 'ol.'.""Unsakaaza",4
[GENERAL] [GENRELIGIOUS] his mother-in-law will comfort him,4
"to be bind, tie, fasten, plait (rope)ed",1
"to undo/reverse bind, tie, fasten, plait (rope)ing",1
to be dedicate a he-goat to spiritsed,1
to undo/reverse dedicate a he-goat to spiritsing,1
"to wag (tongue), sh uffie(feet) each other",1
"to be be dilute, be too softed",1
"to undo/reverse be dilute, be too softing",1
to be be small and thin (child)ed,1
to undo/reverse be small and thin (child)ing,1
"to be nearly ripe, be red hot",1
"to puff oneself up, pride of oneself",1
"to take up handful of termites, etc",1
"[GENERAL] pass s. form, make to rustle",3
[GENERAL] charm to hang round the neck.,6
"to cause to plant, sow, 'of millet'",1
[GENERAL] The barn is called a den.,4
[GENERAL] Karoli Purchases his good on credit,6
[GENERAL] Mary is suffering from breast cancer.,4
[GENERAL] We are taking care of it.,2
[GENERAL] Kototum is a type of malaria.,4
[GENERAL] I look for good listening skills.,5
I encouraged him to follow his dream,3
"to roll in mad, play in dirt",1
"to pretend to be dead:,pi :form, ekabish",1
"to tum the back on, turn away",1
[GENERAL] [GENRELIGIOUS] 1warakusime ererewa weebal to come,4
"[GENERAL] make noise in the hall, explode",2
"[GENERAL] to be proud, boast, be proud",9
[RELIGIOUS] God is very good to us,3
65 egoora ebaga to enjoy onesel f,1
"to offer oneself, de liver oneself up",1
"to do deligent y, work hard at",1
[GENERAL] That child wrote to break free,4
[GENERAL] They found out in the city,3
[GENERAL] He is near the king's palace,4
[EDUCATION] The teacher educates students to pray,4
[GENERAL] There is nothing wrong with it.,2
[GENERAL] The rainy season is very cold.,2
[GENERAL] The boy is not a Samaritan.,4
"to withdraw from company, keep to oneself",1
to pull down and arrange ones clothes,1
The doctor has a procedure for testing.,6
they sat up talking until the day,4
"[GENERAL] bring bad luck to, cause trouble",4
people wrap themselves up because of cold.,6
the reason wby Europeans risked to come,13
"[GENERAL] tear in pieces, tear in strips",4
"[GENERAL] to be proud, boast, be proud",2
[GENERAL] All the days of his life,3
The story about me has come true.,3
The man explains the Law to you,3
"[GENERAL] So then, do not join them.",3
[GENERAL] Will he also stay my Son?,4
"[GENERAL] The sower went out to sow,",3
Antivirals are much more important than pesticides.,5
The people started shouting about the noise.,6
the doctor led me to be punished,3
to fetch one's food fTom a distance,1
extend regards to the people at home,2
"[GENERAL] be v.i., be in good health",3
"to secretly incite to rebel, trick, lie",1
"to avoid, to take great care of",1
to dry onese lf at a fire,1
"to be very joyful, jump for joy",1
"[GENERAL] the author,s tone brought him closer",3
[GENERAL] he looked straight at the omulmuhand,2
[GENERAL] she was married to each other,3
[GENERAL] meat parts are those of animals,4
to be proud of a new car,3
The keys to these cameras are digital.,4
The coronation is played with two hands.,5
The cow is hatched in the womb.,4
[GENERAL] one goat for a sin offering,6
[GENERAL] [GENRELIGIOUS] I keep my book clean,5
to make a fool of one self,1
"to be dirty, neglect oneself, become slack",1
"[GENERAL] promute to high class, adv., mpora.",4
[GENERAL] the people of jerangani are ignorant,4
[GENERAL] They sat down and watched him.,2
[RELIGIOUS] For the priesthood will be changed.,3
[GENERAL] He established and organized the nations,4
[RELIGIOUS] Respect Him Will you reject God,4
"[GENERAL] They said to him, “We cannot",3
The woman learns to build the house,4
she found that her bleeding was abnormal,4
"[GENERAL] trade in the market, n., ekisisani",4
[GENERAL] she has put on her beans,4
"[EDUCATION] learn (how to do) personally, learn",6
[GENERAL] [GENRELIGIOUS] they sold him his cloak,3
[GENERAL] the cows forgot to teach them,5
[GENERAL] The sea is full of fish,2
[GENERAL] [GENRELIGIOUS] the tenants were made rich,3
[EDUCATION] Parents fight to educate their children,4
[GENERAL] The man works on the road,4
[GENERAL] The man said the last thing,4
[GENERAL] The pastor formed a new church,4
[MEDICAL] the doctor came to the clinic,6
The water in the basin is boiling.,3
The weeds were sown in the field.,4
"to walk smartly, walk with a swing",1
they sieve millet on a wicker tray,3
"be abolish, annul, cance disparage, cheapen, discourage.",2
"to be stripped of au,becom e poor",1
"to grow thin, become emaciated, become infirm",1
"to break through, burst, wear into holes",1
[GENERAL] the road is free of charge,4
[GENERAL] [GENRELIGIOUS] the hagunt is thrown down,4
"[GENERAL] adv., be, adj., -(a) obujune, -culeezi",2
[GENERAL] cows are grazing in the field,3
[GENERAL] he invited me to his house,4
his heart was pierced by a spear.,5
"to let (water) run away, clean (nails)",1
"to stir up (dust), drive very fast",1
[AGRICULTURE] [AGGENERAL] the wild beast has weeds,4
"[GENERAL] [GENRELIGIOUS] make towa, make to swear",3
[GENERAL] He went out and wept bitterly.,4
[GENERAL] The light will shine on you.,2
[RELIGIOUS] No one is looking for God,3
"[GENERAL] For he is not our enemy,",4
[GENERAL] The glory of your people Israel!,5
The farmer plows the soil and plants.,5
The plant is suffering from kidney disease.,4
We played three parts of the play.,4
[GENERAL] The pastor also has a song,4
[GENERAL] They all left him and fled.,4
[GENERAL] I am the bread of life.,3
[GENERAL] They did this and encouraged everyone.,4
"The purpose of witchcraft is witchcraft, witchcraft.",4
Take a quick look at the story,4
The instrument used well by the player.,6
This soil of the river is fertile.,3
[GENERAL] Put on the breastplate of righteousness.,6
[GENERAL] [GENRELIGIOUS] I heard people shouting outside,4
"[GENERAL] knee with the bandes, n., ekisisani.",5
[GENERAL] the builder works with the builder,6
"to fall in a mass, pelt (rain)",1
"[GENERAL] sword especially of f, adv., mpora.",4
[GENERAL] the trader has increased ten bicycles,4
"[GENERAL] pass. of pr. c.form, adv., mpora.",4
[GENERAL] [GENRELIGIOUS] the wedding party was held,4
state of being in a distant country.,1
"[GENERAL] have a nap, have a drink",4
[GENERAL] put load on head of (other).,6
[GENERAL] All the grass is dried up,3
[GENERAL] cows are grazing in the field.,4
[GENERAL] [GENRELIGIOUS] the unrolled wall was opened,4
[GENERAL] they beat him and buried him,2
Alice is the director of the play.,4
[GENERAL] I will sing praises to you.,4
[GENERAL] He will make your way pleasant.,3
[GENERAL] He will feed my people Israel.,4
[GENERAL] The woman looks at her goats,4
[GENERAL] The man buys a good dog,4
[AGRICULTURE] People grow grass on the ground,4
[EDUCATION] The teacher asked the students questions,4
[GENERAL] The woman learns to perform funerals,4
[GENERAL] the dog has invaded the garden,4
there is no happiness in the world,3
He was taken away for ten Sabbaths.,5
"o-, n. c/.14, (pl. of karomborombo, a-)",2
a heron is standing on the house,3
I am sure it is in here,1
I am sure it is from here,1
[GENERAL] Greetings to the wife of Lot.,4
The coconut tree is a good tree.,6
Food that has a lot of value.,5
The teacher gave us a brief story.,4
The man griot knows how to drive.,4
[GENERAL] Women cook food for the poor,4
[GENERAL] The men build a new house,4
[GENERAL] The child went to draw water,4
[AGRICULTURE] The elder gives the children food,4
one of the things that can mak,13
[GENERAL] The women entered the trading centers,4
I have given him cattle and goods.,6
God is pleased with women and mothers.,4
The harvest is today ready to begin.,7
[GENERAL] But Solomon built him a house.,4
[GENERAL] What can people do to me?,4
[GENERAL] At once they left the nets.,3
[GENERAL] The Gentiles will wait for it.,3
Good morning / How have you slept?,2
"to be blemish, deformity, mal fonnation, lameness",1
I wanted to stay for a while,4
Have you ever been treated with headaches?,3
"in the hospital, you cannot fight diseases.",5
both sides of this cloth are alike,6
I did not reach the very spot,3
"15 bbaasi bbayura to make crooked, warp",1
"to be very erect, hold oneself well",1
"[GENERAL] I will come to you soon,",3
The helmet worn by people is respectable.,4
[MEDICAL] The doctor came to the clinic,4
[GENERAL] Let us help people to understand,6
[GENERAL] The child wants to write songs,4
[GENERAL] The child is happy to cry,3
bibana biikuurra millet left on the stirrer,1
oily film on the surface of water,1
"leaves of young beans = bisokooro, e-",1
I will run after you after you,4
"to drive away, turnout, expel, drive(a vehicle)",1
arrangements of the hnir in l ines,1
small birds are fond of millet grains,3
to pick up and eat uncooked termites,1
"to do too quickly, do carelessly, rash",1
to take(hen) outside after chickens are hatched,1
"to take up (mats), take off (coverings)",1
[GENERAL] his wife gave him her coat,7
[MEDICAL] the doctor treats a woman only,4
[AGRICULTURE] Women send crops to the market,4
[GENERAL] The child is happy to play,3
[RELIGIOUS] He gave gifts to the people.,3
[GENERAL] They all left and hid themselves.,4
"to keep the mouth open, swallow up.",1
"to become broken or cracked, be spilt",1
"to hatch out, to help to hatch",1
"to reckon, estimate, aim at in shooting",1
to be nearly full to the brim,1
The doctor told me to eat meat.,4
he refused a job given to him,3
I think it is a good idea,3
food is prepared by a skilled farmer,4
The plant is pleasing to the soil.,4
The goods are sold in the market.,3
That plant has not yet been planted.,4
The sheep are happy to bear children.,4
The time of the year is coming.,3
The worms are destructive to food crops.,5
"to melt, 3 aga aho become liquid",1
Health care has to be given daily.,6
The cow is grazing in the field.,4
he/she scratched him/ her with uncut nails,4
"to bum, blaze, be hot (of sun)",1
He found him standing in the courtyard.,4
How many times have you been away?,4
He was given medicine to start depression.,4
I have brought him back to trial.,3
Health care is there in the news.,4
You must forgive before you commit adultery.,6
The patient has started to like eating.,4
[GENERAL] cry mortal with hole in centre,6
[AGRICULTURE] The farmer grows bananas and beans,4
[GENERAL] The man is doing leadership work,4
[GENERAL] The triad was used to build,4
[GENERAL] The child was born at night,3
"[GENERAL] a large bundle of flour, etc.",2
The doctor is known for good health.,5
He was suffering from severe skin diseases.,3
he defended himself because of his bravery,3
I saw him and fixed the road,3
He ate the night with his family.,3
I was crying without going to bed,3
her son buried her in her hands,5
[GENRELIGIOUS] the kitchen dress started to smell,5
promise to give or pay = gone.,7
she spoke in public and beat her,7
I sit down more eager every morning.,6
[GENERAL] The pastor asks for a polypo,4
[GENERAL] We started eating at the table,4
[GENERAL] The couple started a new life,4
[GENERAL] His life is full of kindness,4
I know the king who heard that.,4
"[GENERAL] be shake out, be broken off",5
"[GENERAL] make farse promises, make fun of",5
"[GENERAL] make Joyful, be pleasing to God",5
[GENERAL] legendry being that appears at night,6
people are coming out of the hole,4
she encouraged me to finish the job,3
Trees help the soil to be untied.,5
There he struck you in my ears.,4
in the hospital you cannot fight diseases.,5
The doctor told me to eat meat.,4
[GENERAL] The men build a new house,4
The clock is worn by the sky.,4
"[GENERAL] em. y'umulro, the Brazil of fire.",8
"[GENERAL] undiluted sweet banana juice, n., ekisisani",6
[GENERAL] The man was lying in bed,4
[GENERAL] No one wants to be bad,4
[GENERAL] The weeds stand in the field,3
[GENERAL] The coronation broke into the dead,4
[GENERAL] The child fell into a pit,4
he must die in a merciful place,5
They found him suffering from kidney disease.,4
You should be merciful to the sick.,6
The maize field is eaten and eaten.,7
He was taken away for ten weeks.,5
[GENERAL] the doctor put on his jacket,4
The mother is sitting in the upstairs,4
We have heard about the Middle East.,3
[GENERAL] The lion has left the army,3
[RELIGIOUS] For we believe in the Lord,4
the dragon was thrown into the sea,8
chown (coffee berries or root of plant),7
"to be uncovered(goord). v.i., ku-, oku-, v.tr.",7
one piece of grass off a house.,7
"challenge another to fight, v.tr., teera embabazi.",5
The King's regalia is a cash crop.,5
unplanted crop growing in already used garden,6
When was the book given to you?,5
the old man is going with you,3
disease accompanied by sweUing of the abdomen,7
long Drum beaten with the hand s.,7
The disease could be treated by doctors.,4
who has stood by me and paid,4
They have contracted diseases that cause divisions.,6
[GENERAL] our prosperity must be kept safe,4
[GENERAL] The rain poured on the fields,5
[GENERAL] The doctor walked into the fields,3
Blessed is the one who lives forever.,3
"[GENERAL] a large quantity, a large quantity.",3
"[GENERAL] give to a beggar, give to",10
[GENERAL] The ship was on the wind,4
You will hear evil in this treatment.,6
The hospital ended when it was born.,5
he loved to dance at the party,4
you don't care about it not important,4
The hospital has a library for animals.,6
the sononook is shouting in the house,5
the glock made a lot of noise,5
he has been swallowed by many people,7
[GENERAL] He measured the clouds by measure,5
"[GENERAL] a large bundle of flour, etc.",2
"[GENERAL] be stretched out, be stretched out",4
[GENERAL] I will go in the morning,5
The nations have turned from their sins,3
The child is not eating the leftovers,4
[GENERAL] The moon is red by night,4
[GENERAL] I give you medicine and medicine,5
[GENERAL] Her shoes were covered with dust,4
band 2 twelve twa kwokwo over to,7
a bird (so called from its note).,7
mucus in mouth of new-born baby. meda,7
[MEDICAL] I met my holy friend yesterday,5
[GENERAL] See to be a merciful person,4
[GENERAL] put a picture in the picture,2
The process of testing is the Son.,4
[RELIGIOUS] praise the LORD at all times,8
"[GENERAL] rush about, run away, run away",7
"[GENERAL] a large bundle of flour, etc.",9
[GENERAL] I want to be like that,3
[GENERAL] I will hold on to you,3
[GENERAL] Where did you get the money,2
[GENERAL] What kind of person are you?,3
[GENERAL] You have asked me that question,3
The human race is what it is.,5
I need to prepare for my work,5
The hospital is better to treat women.,4
she is not going to be allowed,2
the instrument used to play the body,4
You should be merciful to the sick.,6
They don't have any knowledge of it.,3
[MIDICAL) The patient's health condition has changed.,5
"[GENERAL] gaze at, gaze at, gaze at",8
There is a plant in the garden,4
Food centers are good for the young.,4
"[GENERAL] be stopped up, be broken up",5
"[GENERAL] be suffocated, be suffocated, be suffocated",2
"[GENERAL] be suspended, be overgrown, be overgrown",3
[GENERAL] It is good to meet you,2
[GENERAL] you have children who are pregnant,3
Antivirals have been used to fight diseases.,7
They tested him for cancer last year.,4
They found him suffering from kidney disease.,4
"The patient's wound has healed, haven't it?",4
He is there who prepares the test.,3
The patient has started to like eating.,4
"look or cry for help in vain,",6
They were warriors of the Obute Empire.,4
It is not good for the body.,3
The man does not sleep with Nyinento,4
My father was taken to the hospital.,5
[GENERAL] his children made fun of him,3
"[GENERAL] be pleasing to, be pleasing to",4
The hospital is better to treat women.,4
Antivirals have been used to fight diseases.,7
he invited his friends to his meat,5
let us not be afraid of this,4
he told me he was your brother,5
We can go to the right time.,4
He ate the night with his family.,3
he is going to cook his dinner,3
[GENRELIGIOUS] Sande is also a great crowd,6
[GENRELIGIOUS] continue to acquire health therefo re,6
You will hear evil in this matter.,6
"[GENERAL] shake about, shake off, shake off",10
"[GENERAL] pass of c. form, shape, shape",6
[GENERAL] rub smooth with leaves of oneself,7
"[GENERAL] gobble up, gobble up, goose bumper",7
"[GENERAL] tear in pieces, tear in pieces",5
"[GENERAL] get a nap, get a ride",10
"[GENERAL] her clothes, her clothes, her clothes.",4
[GENERAL] cows will feed in the desert,5
"[GENERAL] be cross with, be cross with",4
"[GENERAL] dance with or about, collect (taxes)",7
"[GENERAL] have good manners, in this manner",6
How many times did you go out?,4
You should eat meat that grows up.,5
"[GENERAL] spoke near the moon, n., ekisisani",13
"[GENERAL] grow weary, give way to tears",8
"[GENERAL] shake hands, we are broken off",6
"[GENERAL] come down, come down, come down",4
I know how to tie a stick.,3
I want to eat this very night.,6
what happened to the car was broken,3
flock of large birds (Abdim 's stool),7
What have you done with these things?,4
I saw him and fixed the road,3
The disease could be treated by doctors.,4
I have been encouraged by your deeds,3
the farmer used a machine for digging,7
He was taken quickly after being released.,6
He is crying after making him happy.,4
"cause to fall, sprout, be choked up",8
She was discharged and went to school.,3
[GENERAL] cows are grazing in the field,7
[GENERAL] there are many things to eat,7
"one who measures or rations food, etc.",6
[GENERAL] [GENRELIGIOUS] This is where they arrived,4
The doctor gave medicine to the patient.,4
The house of a nun is self-controlled.,4
The pillar is bigger than the wall.,5
The darkness is passing over the sky.,3
a today he is eleven years old,6
she praised the woman who was rich,6
The face is pleasing to the skin.,4
The trader was registered in the register,4
When was the book given to you?,5
The human race is what it is.,5
what I call him is good,4
I will pay you eight o'clock.,4
The patient was suffering a little.,3
we went to the diocese tomorrow,4
soil is a waste of crops.,4
The strong wind blew a trumpet.,6
We send food to the market.,4
Peter is suffering from these diseases.,3
Pesticides add to the age cycle.,8
He has a dreaded skin disease.,4
your eyes shine on the light,3
The patient's blood rate is today.,5
They forced us to go in.,2
He bent over and cried bitterly.,6
I want to go to dig,4
[GENICAL] sugarcane is a cash crop,6
drive into the water when hunting,6
the Babiito Kaboyo akeema mukuruka tooro,6
they prepared themselves to prepare food,4
I remember telling him the truth.,3
I need to prepare my work,5
I have been dreaming since 2023.,4
[GENERAL] invite him to his house,6
"[GENERAL] search for stolen property, etc.",7
"[GENERAL] make any red, be red",5
[GENERAL] the son sold his sheep,6
[GENERAL] be cut to a point,6
"[GENERAL] sauce use bubble, n., ekisisani.",3
"[GENERAL] be upset with, be upset",3
I have make someone pass somethinged,1
I have (of animals) to feeded,1
I don't (of animals) to feed,1
I have (of cereals) to overgrowed,1
I don't (of cereals) to overgrow,1
My heart is filled with longing.,5
Does your heart condemn you today?,5
she has taken care of things,3
the Council is made up of,2
The patient will be helped tomorrow.,5
we are supposed to drive fast,4
The doctor has told you differently.,4
"[GENERAL] mountain up into, mount up",3
"[GENERAL] bleeding from gs, n., ekisisani",5
"[GENERAL] loofah, 11. ekijumbukama, ekyesingiso, ekyanywe.",17
We are taking care of it.,2
Kototum is a type of malaria.,4
I look for good listening skills.,5
They work for people like hunters.,5
A tractor is used for digging.,3
I don't make someone pass something,1
I have take something by surprised,1
I don't take something by surprise,1
Trade in the world has increased,5
They send us food like milk.,4
My father is suffering from typhoid.,5
The army officer had to go.,5
My mother is suffering from diabetes.,4
[GENERAL] conceal or buy at profit,8
I have (of flowers) to unfolded,1
I don't (of flowers) to unfold,1
The patient showed signs of hypertension.,5
it was found in the case.,5
He was tested for kidney disease.,3
The patient showed signs of hypertension.,4
The patient has started doing well.,5
Workers are working on tree trees.,4
when alone we come to you,4
"[GENERAL] s.for stealn property, n., ekisisani",5
[MEDICAL] he broke into an exam.,3
"[GENERAL] invite for feast, entertain, entertain",11
"[GENERAL] small bundle (of salt, etc.)",8
"[GENERAL] make exhausted, be choked up",5
"Go to bed, go to bed.",4
This led to a violent earthquake,3
He has a dreaded skin disease.,5
Health care should be given daily.,6
The patient was helped by doctors.,4
one who goes to see King,6
The patient showed signs of hypertension.,4
The doctor has instructed you differently.,4
he gave advice on managing money,4
I have never seen him speak,3
You are suffering from kidney disease.,3
Farmers use fertilizers to grow crops.,4
[GENERAL] They are boys or girls,4
[GENERAL] Where do you come from?,2
[GENERAL] I am coming from there,2
[GENERAL] I have a small problem,4
"[GENERAL] millet, n., ekisisani. millet, etc.",7
I was tempted to buy it,3
You must go back to him.,2
"get excited, be in great distress",5
How did you get your body?,4
The patient has started doing well.,5
"wait for you, wait for me",2
I need to clean the cup,3
Let us go at that time.,3
He has a dreaded skin disease.,4
Why are you crying and crying?,4
Aikara is a branch of Islam.,3
[GENERAL] Kebembera you have a problem,3
[GENERAL] He is now at peace,2
The maize is a cash crop.,4
