source,english
training_tagged,"[GENerAL] I have stopped laughing, we are happy to see you"
training_tagged,[GENerAL] We registered our names.
training_tagged,[GENerAL] the narrator knows all the actor
training_tagged,[GENerAL] All of us started discussing.
training_tagged,[GENerAL] the narrator was good
training_tagged,[GENerAL] The polyphony of Tooro is born.
training_tagged,[GENerAL] the narrator is very good
training_tagged,[GENerAL] The audience shed tears when the tragedy ended.
training_tagged,[GENerAL] the narrator knows how to use the right hand
training_tagged,[GENerAL] they held to his feet and followed them
training_tagged,"[GENerAL] the author's answer, n., ekisisani."
training_tagged,[GENerAL] He showed us what we are going to do.
training_tagged,[GENerAL] The clouds are covered with dust.
training_tagged,"[GENerAL] kagenda, adv., omwemi, o-, n. cl. 11, (pl. nil)"
training_tagged,[GENerAL] they ate in the garden
training_tagged,[GENerAL] he uses words to express pain everyday
training_tagged,[GENerAL] Breaking up makes the body strong.
training_tagged,[GENerAL] The poultry has lost ten children.
training_tagged,[GENerAL] The shepherd who looks after the sheep only.
training_tagged,[GENICAL] The cow has given birth to a calf.
training_tagged,[GENerAL] You can get what we have told you.
training_tagged,[GENerAL] I have a birthday party.
training_tagged,[GENerAL] She feared to talk in public.
training_tagged,[GENerAL] She was afraid when she heard the strong voices.
training_tagged,[GENerAL] He was surprised when the test ended.
training_tagged,[GENerAL] They arranged for a party.
training_tagged,[GENerAL] She gave me a nice gift.
training_tagged,[GENerAL] Many people were surprised at the event
training_tagged,[GENerAL] I dreamt of singing a nice song.
training_tagged,[GENerAL] I woke up early in the morning.
training_tagged,[GENerAL] I'm going to the market to buy food.
training_tagged,[GENerAL] The pain is very great.
training_tagged,"[GENerAL] Bring the table of food, what you have."
training_tagged,[GENerAL] I'm eating millet cake and goat meat.
training_tagged,[GENerAL] I drink millet porridge.
training_tagged,[GENerAL] You cooked the food and ate it.
training_tagged,[GENerAL] Drink a cup of coffee.
training_tagged,[GENerAL] I was given a wheelchair.
training_tagged,[AGGENERAL] [GENERal] The soil is eaten by food
training_tagged,[GENICAL] The doctor has fixed a tumor.
training_tagged,[GENerAL] A place to sit and drink drinks.
training_tagged,[GENerAL] The young man is wearing a red hat.
training_tagged,[GENerAL] The wind blew from the south.
training_tagged,[GENerAL] Trees fell after the storm.
training_tagged,[GENerAL] The thunder threatened the little children.
training_tagged,[GENICAL] The bird has domestic air.
training_tagged,[GENICAL] He left the room untied.
training_tagged,[GENerAL] He knows how to run.
training_tagged,[GENerAL] We need a ticket to follow the games.
training_tagged,[GENerAL] They traveled by train.
training_tagged,[GENerAL] The weather is cold tomorrow.
training_tagged,[GENerAL] I see the rain on the ceiling.
training_tagged,[GENerAL] The huts hid the roof of the house
training_tagged,[GENerAL] The stairs were made of wood.
training_tagged,[GENerAL] I have fixed up a new one in the kitchen.
training_tagged,[GENICAL] I shook the chair and killed the snake.
training_tagged,"[GENerAL] Wait for time, don't be late."
training_tagged,[GENerAL] I haven't been given lunch tonight.
training_tagged,[GENerAL] He reads books before dinner.
training_tagged,[GENerAL] I have my keys.
training_tagged,[GENerAL] I'm going to my friend.
training_tagged,[GENerAL] I'm going to bring you a dress.
training_tagged,[GENerAL] Come and give me the presents you have made.
training_tagged,[GENerAL] He has received gifts because of his hard work.
training_tagged,[GENerAL] I saw a pink cloth.
training_tagged,[GENerAL] That money was cash.
training_tagged,[GENerAL] It is a small price to pay.
training_tagged,[GENerAL] I understand your decision.
training_tagged,[GENerAL] He is eager to help you.
training_tagged,[GENerAL] the director of the film was very good
training_tagged,[GENerAL] How dare you talk like this?
training_tagged,[GENerAL] Can you repeat that story?
training_tagged,[GENerAL] increase the movement of the eye
training_tagged,[GENRELIGIOUS] [MEDICAL] The lady of the house is pregnant.
training_tagged,[GENICAL] The lady has completed the time of testing.
training_tagged,[GENICAL] The wound was covered with cotton.
training_tagged,[GENerAL] Crops are used to make money.
training_tagged,[GENerAL] The cold weather and the rainy season started.
training_tagged,[GENerAL] the director adjusted the lines so that the actor could watch the play
training_tagged,[AGICAL] [GENERAL] Food that spoils crops.
training_tagged,[GENRELIGIOUS] [MEDICAL] Take care of yourself.
training_tagged,[MEDICAL] He died of a dreaded skin disease.
training_tagged,[GENerAL] the end of their play ended
training_tagged,[GENICAL] The child has brain disability.
training_tagged,[GENerAL] The young man has a brain condition.
training_tagged,[GENerAL] The tears don't last long.
training_tagged,[GENerAL] The elderly need therapy.
training_tagged,[MEDICAL] Prevention of diseases is very slow.
training_tagged,[GENICAL] The child was taken to teach polio.
training_tagged,[GENICAL] The cow has a lot of wings.
training_tagged,[GENerAL] Birds are seen by instinct.
training_tagged,[GENerAL] the director drew the audience closer to him
training_tagged,[GENerAL] the story of the resurrection taught us to trust and obey
training_tagged,[GENICAL] AIDS is very painful.
training_tagged,[GENICAL] The wound is caused by a lot of pain.
training_tagged,[ERICULTURE] [GENERAL] the teacher narrated to us a story that was very scary
training_tagged,[GENerAL] the villagers told me about the tree
training_tagged,[GENerAL] we use it in marketing
training_tagged,[AGGENERAL] [GENERal] plants make us happy and help us
training_tagged,[GENerAL] The cold weather makes you very hot.
training_tagged,[GENerAL] The soil is very dry.
training_tagged,[GENICAL] Pigs spoil the skin.
training_tagged,[AGICAL] [GENERAL] Painting is done by digging.
training_tagged,[GENerAL] These are Religious books.
training_tagged,[GENICAL] The old man is no longer lazy.
training_tagged,[ERICULTURE] [GENERAL] his grandpa brought them to learn it quickly
training_tagged,[GENRELIGIOUS] [MEDICAL] He has healed every kind of sickness.
training_tagged,[GENerAL] My friend is suffering from fever.
training_tagged,[ERICULTURE] [GENERAL] the teacher asked the teacher for an illustration
training_tagged,[MMEDRICULTURE] [GENERAL] The patient has a very low temperature.
training_tagged,[GENerAL] she loved a girl who looked beautiful like a husband
training_tagged,[GENICAL] The skin destroys the skin.
training_tagged,[ERICULTURE] [GENERAL] when he was a teacher of art
training_tagged,[GENerAL] The accident caused a lot of pain.
training_tagged,"[GENICAL] When the sun is setting, you are very hot."
training_tagged,[GENICAL] The wound has healed.
training_tagged,[GENerAL] the movie was drinking
training_tagged,[AGICAL] [GENERAL] A fertile plant is eaten as food.
training_tagged,[AGICAL] [GENERAL] Sweet potatoes are food for the soil.
training_tagged,[GENICAL] The child is suffering from a dreaded skin disease
training_tagged,[GENICAL] The child is going to cut the tree.
training_tagged,[GENerAL] You will be drunk if you are lazy.
training_tagged,[GENerAL] That drink is too much.
training_tagged,[GENerAL] To be handed over to everyone is a weakness.
training_tagged,[GENICAL] The mwiski has a big pistol.
training_tagged,[GENICAL] The grass is very sick.
training_tagged,[GENerAL] The brother has died of heart disease.
training_tagged,[GENerAL] I asked for an excuse and got it.
training_tagged,[GENerAL] My son stayed in the bush.
training_tagged,"[GENerAL] to be proud is to be self-controlled, but to be dead."
training_tagged,[RELIGIOUS] [GENerAL] The evil spirit has not healed you.
training_tagged,[GENerAL] The tempter fell from heaven.
training_tagged,[GENICAL] The shrine is still talking to the dead in the graves.
training_tagged,[GENerAL] How will you get there?
training_tagged,[GENerAL] How much do you charge?
training_tagged,[GENerAL] He lives near the market.
training_tagged,"[GENerAL] This is my thing, my friend."
training_tagged,[GENerAL] Can I open the door for you?
training_tagged,[GENICAL] I have a brand new coat.
training_tagged,[GENerAL] There is no time enough.
training_tagged,[GENICAL] The lion is standing in the book.
training_tagged,[GENerAL] The man is reading a news paper.
training_tagged,[GENICAL] The woman is crying on the phone.
training_tagged,[GENICAL] The girl helps her mother in the kitchen.
training_tagged,[GENICAL] Dad advises me to cut the broken chair.
training_tagged,[GENerAL] She was escorted by her brother.
training_tagged,[GENerAL] My sister is playing with her friends.
training_tagged,[GENerAL] The bus stops at its stop.
training_tagged,[GENerAL] Birds fly to the airport.
training_tagged,[GENICAL] The child is suffering from fever.
training_tagged,[GENERAL] The boy is suffering from a dreaded skin disease.
training_tagged,[GENICAL] The living room is very big.
training_tagged,[GENerAL] Clean the window and put on it.
training_tagged,[GENRELIGIOUS] [MEDICAL] Please clean the floor before we sit on the floor.
training_tagged,[GENerAL] What is this on earth?
training_tagged,[GENerAL] Where is the party?
training_tagged,[GENerAL] He stayed at home during the holiday.
training_tagged,[GENICAL] The traditional name is Bakasara.
training_tagged,[GENRELIGIOUS] [MEDICAL] His mother will come to visit him.
training_tagged,[GENerAL] My friend is a good farmer.
training_tagged,[GENerAL] Her name is Rose.
training_tagged,[GENerAL] The outer wall of the wall is round.
training_tagged,[GENerAL] The scale has a balance.
training_tagged,[ERICULTURE] [GENERAL] I have been studying Art History.
training_tagged,[GENerAL] The industry sector is very good.
training_tagged,[GENerAL] The inspector is very tough.
training_tagged,[AGGENERAL] [GENERal] I am going to dig every Monday.
training_tagged,[GENerAL] I go to the toilet every second.
training_tagged,[GENerAL] They went on Friday to visit their grandfather.
training_tagged,[GENRELIGIOUS] [MEDICAL] We are going to work on the Sabbath.
training_tagged,[GENerAL] Milletworms are used in bucules.
training_tagged,[GENICAL] The cup has a picture of a cow.
training_tagged,[GENerAL] Mom prevented me from eating millet cake.
training_tagged,[GENerAL] The urn makes the door warm.
training_tagged,[GENerAL] Modeling cups requires construction.
training_tagged,[GENerAL] The bathroom has a lot of heat.
training_tagged,[GENerAL] The pulpit was similar to the one that was built.
training_tagged,[GENerAL] An abstract needs a little imagination.
training_tagged,[GENerAL] He made a sculpture.
training_tagged,[GENerAL] He was made very easy.
training_tagged,[GENerAL] The library itself is unique.
training_tagged,[GENerAL] He drew a picture using a pencil.
training_tagged,[GENerAL] Good tone doesn't mean rest.
training_tagged,[GENerAL] The colors of Kibwebwebwe are gray.
training_tagged,[GENerAL] He used a pencil to paint his picture.
training_tagged,[GENerAL] Oil paint lasts forever.
training_tagged,[GENICAL] A small bundle of flour does not reach the market.
training_tagged,[GENerAL] He hasn't bought a pair of shoes.
training_tagged,[GENerAL] The color looks beautiful
training_tagged,[GENerAL] Contemporary art is best understood by youths.
training_tagged,[GENerAL] She sells a nice dress.
training_tagged,[GENerAL] The photos need a place to stay.
training_tagged,[GENerAL] The painting needs explanation.
training_tagged,[GENerAL] The painting was very steep.
training_tagged,"[GENerAL] On the day of the fundraising, the king's photo was sold with a large sum of money."
training_tagged,[GENerAL] I enjoy my portrait very much.
training_tagged,[GENerAL] The document has information.
training_tagged,[GENerAL] Carthage is a primary color.
training_tagged,[GENerAL] The music is in the theatre.
training_tagged,[GENerAL] He excelled in literary art.
training_tagged,[RELIGIOUS] [EDUCATION] Religion enforces rules.
training_tagged,[RELIGIOUS] Religious demand is brought about by disagreements.
training_tagged,[GENerAL] The musician sang bad songs.
training_tagged,[GENerAL] Candomble in Africa is not there.
training_tagged,[GENerAL] Sport is related to Islam.
training_tagged,[GENerAL] What is circumcised is that which is not based on Judaism.
training_tagged,[GENerAL] Protestantism broke off the Catholics.
training_tagged,[GENerAL] The pope stays in Rome.
training_tagged,[GENerAL] Rhodes is a Buddhist city.
training_tagged,[GENerAL] Revival is very helpful to sinners.
training_tagged,[GENerAL] Cantagrigoli is a very fun song.
training_tagged,"[GENerAL] When he was given the time, he was about to finish."
training_tagged,[GENerAL] Leaders have their own names.
training_tagged,[GENerAL] He has taken the body out of the body and the bones.
training_tagged,[GENerAL] The Koran is written in Arabic.
training_tagged,[GENerAL] you are still young and are going to join
training_tagged,[GEDICAL] [GENERAL] The Law is like a shadow.
training_tagged,[GENerAL] Talmud is a Jewish text.
training_tagged,[GENerAL] The instrument is worn by the audience.
training_tagged,[GENerAL] Catholics have a ritual sacrifice.
training_tagged,[GENerAL] He has been anointed with oil.
training_tagged,[MGENERAL] the doctor experienced a kidney disease
training_tagged,[GENERAL] they brought his colleague to the hospital
training_tagged,[GENerAL] you have to eat to prepare your body
training_tagged,[GENerAL] you have a large bundle of flour
training_tagged,[GENerAL] energy comes from eating
training_tagged,[MATIONAL] the doctor told him to repent
training_tagged,[MMEDRICULTURE] [GENERAL] mother was taken to the hospital for treatment
training_tagged,[GENerAL] I have sent you a machine to prepare for the fire
training_tagged,[ERICULTURE] [GENERAL] hunger for school children
training_tagged,[MGENERAL] he was taken to the emergency room
training_tagged,[GENRELIGIOUS] [MEDICAL] mother was instructed to be at home
training_tagged,[GENRELIGIOUS] [pl. same] convince your child that the crown is there
training_tagged,[MOVERNMENT] [GENERAL] laziness is unbearable and we are dying of a dreaded disease
training_tagged,[GENerAL] good thing in the body
training_tagged,[MEDICAL] the child has a brain disease
training_tagged,"[GENerAL] the buhingo di buhingo, adv., ku-, oku-, v.i., (pf. -culeezi)"
training_tagged,[GENICAL] The wound is very painful.
training_tagged,[GENerAL] The plate cleans the holy place.
training_tagged,[GENRELIGIOUS] [MEDICAL] I will come and knock on the bed.
training_tagged,[GENerAL] Please come here now.
training_tagged,[GENerAL] Statues are sold in large amounts.
training_tagged,[GENerAL] The pulpit is made of wood.
training_tagged,[RELIGIOUS] [EDUCATION] The old churches are made of wood.
training_tagged,[GENerAL] We finished our work early.
training_tagged,[GENerAL] The old man is wearing a gown.
training_tagged,[GENICAL] The tabernacle is made of a very strong material.
training_tagged,[GENerAL] Sell all the old things.
training_tagged,[GENerAL] The Babiikira live in the convent.
training_tagged,[GENICAL] The woman is wearing a nice dress.
training_tagged,[GENerAL] Abbey is a tropical root.
training_tagged,[GENerAL] The head of the family wears a white robe.
training_tagged,[GENICAL] The room is painted transparently.
training_tagged,[GENerAL] The cathedral is where the bishop stays.
training_tagged,[AGICAL] Plans are common in plants.
training_tagged,[GENICAL] I will not wear shoes in the mosque.
training_tagged,[ERICULTURE] [RELIGIOUS] The Teacher is a teacher of the Law.
training_tagged,[GENerAL] A good swami is a Hindu
training_tagged,[GENerAL] Sadhu is a good man who was Hindu
training_tagged,[GENerAL] Sangha is a Buddhist monastic community.
training_tagged,[GENICAL] The doctor uses herbs.
training_tagged,[MATIONAL] The doctor uses herbs
training_tagged,[GENerAL] The imam leads the Islamists.
training_tagged,[GENerAL] The head of the family defeated them.
training_tagged,[RELIGIOUS] [EDUCATION] Mullah is a Muslim educated in Islamic religion.
training_tagged,[AGICAL] [GENERAL] the weeds are eaten by him
training_tagged,[GENerAL] The bishop wrote a letter to the bishop.
training_tagged,[GENerAL] Do you have any money to pay for the trip?
training_tagged,[GENICAL] The doctor wears long robes.
training_tagged,[AGGENERAL] [GENERal] the plants grow on the ground
training_tagged,[GENICAL] The doctor is hiding on his head.
training_tagged,[GENerAL] Bburaza is a type of plant that grows well.
training_tagged,[GENerAL] The reverend has come to visit us.
training_tagged,[GENerAL] The bishop heads the diocese.
training_tagged,[GENerAL] cows are used to cook food
training_tagged,[GENerAL] The vision of the watchman is guided by the watchman
training_tagged,[GENerAL] Uganda has many martyrs.
training_tagged,[RELIGIOUS] [EDUCATION] The pastor is very busy praying.
training_tagged,[REDUCATION] [GENERAL] The pastor serves God.
training_tagged,[REDUCATION] [GENERAL] He attended the Sacred Tent when he was praying.
training_tagged,[GENICAL] The shelf is made of wood.
training_tagged,[GENerAL] Everyone should wake up.
training_tagged,[GENerAL] The river is full of only fish.
training_tagged,[REMED] [GENERAL] The patient was placed in the hands of the patient and prayed.
training_tagged,[GENerAL] There was a lot of hearing.
training_tagged,[GENerAL] The death of a nun is painful.
training_tagged,[GENICAL] The worms are much more important than the body
training_tagged,[GENerAL] That thing is a craft.
training_tagged,[GENerAL] The telvision is in the king's palace.
training_tagged,[AGGENERAL] [GENERal] the wild animal is a symbol of the wild beast
training_tagged,[ERICULTURE] [GENERAL] He first learnt early in the morning before going to work.
training_tagged,[GENerAL] The man is wearing a gown in the morning
training_tagged,[GENerAL] Listen what can be done
training_tagged,[MEDICAL] He was suffering from a dreaded skin disease.
training_tagged,[GENerAL] You are allowed to fill the tank with soap.
training_tagged,[GENICAL] The needle hurts us very fast.
training_tagged,[GENICAL] A mosquito net is used for spraying wounds.
training_tagged,[GENICAL] The grave is where the dead are buried.
training_tagged,[GENICAL] My toothbrush is in the bathroom.
training_tagged,[GENerAL] We should use tooth paste.
training_tagged,[MEDICAL] The doctor told me to rest for four days.
training_tagged,[GENICAL] The house of a nun is self-controlled.
training_tagged,[GENICAL] The hearth is a residential site.
training_tagged,[GENICAL] The pain is unbearable.
training_tagged,[GENICAL] She has a headache.
training_tagged,[GENerAL] The darkness is passing over the sky.
training_tagged,[GENerAL] His body swelled and it swelled
training_tagged,[GENerAL] Teach your father before going out.
training_tagged,[GENERAL] Antivirals do not help him very much.
training_tagged,[GENerAL] We eat breakfast at 7:00 a.m.
training_tagged,[GENICAL] The maternity ward is very big
training_tagged,[GENerAL] There wasn't anyone to celebrate.
training_tagged,[ELIGIOUS] [GENERAL] She was discharged and went to school.
training_tagged,[GENerAL] The gloves are white
training_tagged,[GENerAL] In the threat room they are wearing clothes
training_tagged,[GENerAL] She reached out with her hand and shampoo
training_tagged,[GENerAL] He drank a lot of water.
training_tagged,[GENerAL] The citadel is everywhere.
training_tagged,[GENerAL] The birth of twins shocked people
training_tagged,[GENICAL] Delivery is very painful
training_tagged,[GENerAL] Listen to the old man's words.
training_tagged,[GENerAL] Teenagers make their parents heads
training_tagged,[GENerAL] An adult is respected
training_tagged,[GENerAL] Being circumcised at birth is very painful
training_tagged,[GENerAL] You know how to chat.
training_tagged,[GENerAL] Culture does not fade away.
training_tagged,[GENerAL] The kingdom is ruled by a king.
training_tagged,[GENerAL] These songs don't have any.
training_tagged,[GENerAL] The king rules the kingdom.
training_tagged,[GENerAL] He has a friend when he left.
training_tagged,[GENerAL] I feel angry when someone lies me.
training_tagged,[GENRELIGIOUS] [MEDICAL] I took a bath.
training_tagged,[GENerAL] He was admitted to the Council for a short time.
training_tagged,[GENerAL] I make a small basket of beans.
training_tagged,[GENerAL] Do that work slowly.
training_tagged,[GENerAL] Can I go out for a while?
training_tagged,[GENerAL] I'm going to come late.
training_tagged,[GENerAL] He brought a few items to us.
training_tagged,[GENICAL] My room is still upstairs.
training_tagged,[GENerAL] Documentaries show real events.
training_tagged,[GENerAL] the director helped him prepare the movie to watch the movie
training_tagged,"[GENerAL] the lights of the day did not tell him, and the night did not come to an end"
training_tagged,[GENerAL] The cinematographer tells the actors how they play.
training_tagged,[GENerAL] he appears as if he were a thief in the night
training_tagged,[GENerAL] The cinematographer is going to be the one who takes the camera away
training_tagged,[GENerAL] The cold weather is threatening the enemy.
training_tagged,[GENICAL] The old man is taught to be lazy.
training_tagged,[GENerAL] Uganda has a lot of power.
training_tagged,[GENICAL] Being a thing is very bad.
training_tagged,[GENerAL] Butdda is a bird.
training_tagged,[GENerAL] The cinematographer brought a lot of noise.
training_tagged,[GENerAL] he first defeated the army
training_tagged,[GENerAL] It is good to get a job in the bank before death does not happen
training_tagged,[GENerAL] the weapon he was fighting was not broken
training_tagged,[GENERAL] [MEDICAL] a large bundle of flour for slaughter every animal in the province of bunyoro
training_tagged,[GENerAL] a large bundle of flour mixed with a large piece of wood
training_tagged,[GENerAL] the warrior is weak and weak and you are under arrest
training_tagged,[GENerAL] the helmet worn on the head
training_tagged,[GENerAL] The woman is breastfeeding her baby
training_tagged,[GENerAL] That child is crying.
training_tagged,[GENerAL] He got into the water and they went away.
training_tagged,[GENerAL] He broke his leg and was put in a basket.
training_tagged,[GENerAL] I want to clean the wound.
training_tagged,[GENerAL] He drank from the boat and died.
training_tagged,[GENerAL] Some of the charges will be dropped.
training_tagged,[ERICULTURE] [GENERAL] The teacher has trouble with the boy.
training_tagged,[GENICAL] His body doesn't like drinking water.
training_tagged,[RELIGIOUS] [GENerAL] The spirit pleased him with the grave.
training_tagged,[RELIGIOUS] The doctor prayed first before starting the surgical procedure.
training_tagged,[GENerAL] The woman has a hand bag.
training_tagged,[GENerAL] I used a sanitizer to make noise.
training_tagged,[GENerAL] He fixed it up and finished it.
training_tagged,[GENerAL] Sterilization among men is not easy.
training_tagged,[GENerAL] Cleanliness is a very important thing.
training_tagged,[MEDICAL] Primary Health Care comes true.
training_tagged,[MEDICAL] He needs urgent care.
training_tagged,[GENICAL] Their company gives them insurance.
training_tagged,[MEDICAL] The medical expenses were very high.
training_tagged,[GENerAL] The army officer was given a wheelchair.
training_tagged,[GENerAL] It is not easy to use a crutch.
training_tagged,[GENerAL] He bought a leg.
training_tagged,[GENerAL] They stayed there for a long time
training_tagged,[MEDICAL] [GENERAL] The boy needs therapy.
training_tagged,[GENICAL] Life is going well.
training_tagged,[GENICAL] The child has a disability
training_tagged,[MRIAL] The doctor is holding a scalpel.
training_tagged,[GENICAL] The girl has a lot of stress.
training_tagged,[GENerAL] PTSD has caused him to fall apart.
training_tagged,[GENerAL] He needs to be firm.
training_tagged,[MEDICAL] The elderly are suffering from diabetes.
training_tagged,[GENerAL] He was a high priest.
training_tagged,[GENRELIGIOUS] [MEDICAL] He is cutting off his head from the ground.
training_tagged,[GENerAL] He was killed by cancer.
training_tagged,[GENerAL] They found him with a tumor in his head.
training_tagged,[MEDICAL] Beans are hard to treat.
training_tagged,[MOVERNMENT] [GENERAL] His sickness is a therapy for cancer.
training_tagged,[GENICAL] Kazooba is going to be crowned with a leg.
training_tagged,[GENICAL] The worms made him lose weight.
training_tagged,[GENerAL] He was referred to as a drunk man.
training_tagged,[GENerAL] He is suffering from sleeping sickness.
training_tagged,[MEDICAL] He has contracted HIV/AIDs
training_tagged,[AGICAL] [GENERAL] The coconut is a plant.
training_tagged,[GENICAL] The dog hit him with a stick.
training_tagged,[GENRICULTURE] [MEDICAL] The painkillers cause loss
training_tagged,[GENICAL] The meat is also sweet.
training_tagged,[GENICAL] Eyelash makes you weak.
training_tagged,[GENRICULTURE] [MEDICAL] Marriage strengthens the legs.
training_tagged,[GENerAL] The children have been given medicine.
training_tagged,[MEDICAL] Prevention of diseases is very strong.
training_tagged,[GENerAL] The plant grows well.
training_tagged,[MOVERNMENT] the doctor is holding a scalpel.
training_tagged,[GENerAL] She needs rest after childbirth.
training_tagged,[ERICULTURE] [GENERAL] He came to school on a mat.
training_tagged,[GENerAL] The child was born mute.
training_tagged,[MEDICAL] That disease needs surveillance.
training_tagged,[GENERAL] [MEDICAL] Revivalment has all kinds of animals.
training_tagged,[GENerAL] The chiefs took them to court.
training_tagged,[GENerAL] Ababwiju comes from the capital city.
training_tagged,[GENerAL] The Bakaaki remember the Bakyomya.
training_tagged,[GENerAL] The Abahwezi are the ones who live in Buyooro Kitara.
training_tagged,[GENerAL] The King's guards followed him.
training_tagged,[GENerAL] The Abahangara are small clans.
training_tagged,[GENerAL] The Bakemba people worshiped at home.
training_tagged,[GENerAL] The Abahaza are people of witchcraft.
training_tagged,[GENerAL] The Abaihangwe is a book of Babiito.
training_tagged,[GENerAL] The men who were taking care of me have taken care of you.
training_tagged,[GENerAL] The Abahangwa are the ones who make a king.
training_tagged,[GENerAL] The Bakokoyo clan love one another.
training_tagged,[GENerAL] Amiini was a Bastooro clan.
training_tagged,[GENerAL] kenya was a colony of Britain
training_tagged,[GENerAL] the omwantu is where they live
training_tagged,[GENerAL] the vicar comes to the place to settle
training_tagged,[GENerAL] to get a job as a worker
training_tagged,[GENerAL] maize is very near
training_tagged,[GENerAL] the sailboat is pushed by the wind
training_tagged,[GENerAL] That is why I will set him free.
training_tagged,"[GENerAL] They will eat the bread of the Gentiles, and they will wait for it."
training_tagged,"[GENerAL] gourd for milk, n., ekisisani."
training_tagged,"[GENerAL] peer company, n., ekisisani."
training_tagged,"[GENerAL] get thin, be in good health"
training_tagged,[GENerAL] pick up some small sticks to use for cooking.
training_tagged,[GENerAL] the moon has fallen
training_tagged,"[GENerAL] kwonka, e-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] be overgrown, be over satisfied"
training_tagged,[GENerAL] I will look at you tomorrow.
training_tagged,"[GENerAL] East coast fever, n., ekisisani"
training_tagged,"[GENerAL] em. y'umurro, the Brazil of fire."
training_tagged,"[GENerAL] iron sheet, n., ekisisani"
training_tagged,"[GENerAL] one book, one book."
training_tagged,"[GENerAL] mujumgizi, o-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] muyembe, a-, n. cl. 6, (used in pl.)"
training_tagged,"[GENerAL] to be stupid, foolish, foolish"
training_tagged,"[GENerAL] What would be the cause of a parent to neglect his/her child? pass. form, v.tr."
training_tagged,"[REGOVERNMENT] [GENERAL] boast about, be proud, boast, be angry, be paralysed, be cramped, tingle (e.g. dirt), be proud"
training_tagged,"[GENerAL] take care of, manage, manage"
training_tagged,[GENerAL] untrustworthy beer drunk on wedding Eve by the relationships of the bride and of the Bridegroom
training_tagged,"[GENerAL] stretch out, stretch out"
training_tagged,"[GENerAL] piece of wood for sparing weeds and spears, etc."
training_tagged,"[GENerAL] make to drink, drink"
training_tagged,"[GENerAL] take to increase, add"
training_tagged,"[GENerAL] blame unseasonately, adv., ku-, oku-, v.i., (pf. -culeezi)"
training_tagged,"[GENerAL] name given to a thin. ruhuura, a-, n. cl. 6, (used in pl.)"
training_tagged,"[GENerAL] c. form, make to rustle"
training_tagged,[GENerAL] What court it is that makes the grass rustle at the side of the house? pass.
training_tagged,"[GENerAL] make buttons, n., ekisisani"
training_tagged,"[GENerAL] make small incisions (in fresh) and rub in protective,"
training_tagged,"[GENerAL] become dissolute, be paralysed"
training_tagged,"[GENerAL] put light on, put on"
training_tagged,"[GENerAL] gush out, gush out"
training_tagged,[GENerAL] give birth to twins
training_tagged,"[GENerAL] pass of c. form, make to rustle"
training_tagged,"[GENerAL] be cut to a point, cut to fit"
training_tagged,"[GENerAL] sell or buy at profit, buy"
training_tagged,"[GENerAL] t. woman, a-, n. cl. 6, (used in pl.)"
training_tagged,"[GENerAL] work alone and very hard, work very hard"
training_tagged,"[GENerAL] to Naga at, adv., ku-, oku-, v.i., (pf. -ga)"
training_tagged,"[GENerAL] make a noise, explode"
training_tagged,"[GENerAL] candelaano, o-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] be disgusted with, be annoyed"
training_tagged,"[GENerAL] cwagura, o-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] kanga, adv., ku-, oku-, v.i., (pf. -kanga)"
training_tagged,"[GENerAL] grow weary, tire, tire"
training_tagged,"[GENerAL] bring into agreement, make peace with one another"
training_tagged,"[GENerAL] o'clock in the morning, wake up early in the afternoon"
training_tagged,"[GENerAL] be proud, be proud"
training_tagged,"[GENerAL] cause to ascend, be brought to nought"
training_tagged,"[GENerAL] chop small, adv., mpora"
training_tagged,"[GENerAL] dive down, n., ekisisani."
training_tagged,"[GENerAL] lie round, lie round"
training_tagged,[GENerAL] he found him sending him away empty-handedly and placed him in 11'amwigo
training_tagged,"[GENerAL] be lame, be cramped, tingle (e.g. dirt), be cramped"
training_tagged,"[GENerAL] be sad, be sad"
training_tagged,"[GENerAL] have a nap, be in good health"
training_tagged,"[GENerAL] cause to reject, refuse to pay, refuse"
training_tagged,"[GENerAL] g. hair, n., ekisisani"
training_tagged,"[GENerAL] become known to mekowa, adv., ku-, oku-, v.i., (pf. -kooto)"
training_tagged,"[GENerAL] skin, n., ekisisani. skin, 11. cl. 14, (pl. nil)"
training_tagged,"[GENerAL] cast sloth, n., ekisisani."
training_tagged,"[GENerAL] m. ofalms, n., ekisisani."
training_tagged,"[GENerAL] be named after, eterwa, o-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] narrow, -funzire, -kingirwe, -kingirwe"
training_tagged,"[GENerAL] turn up n. at, adv., ku-, oku-, v.i., (pf. -kooto)"
training_tagged,"[GENerAL] runkucu, o-, n. cl. 11, (pl. nil)"
training_tagged,"[GENerAL] blood frown, n., ekisisani."
training_tagged,"[GENerAL] subtle, adv., -(a) obujune, -culeezi, -rungi"
training_tagged,[GENerAL] The grass is the leg
training_tagged,"[GENerAL] Go to bed in the month, go to bed."
training_tagged,[GENerAL] Manyeki has a vision.
training_tagged,[GENerAL] do-do-do like a large bundle of flour.
training_tagged,[GENerAL] An adult is very kind.
